key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_HEAVNZ811_01941_SEQ_00","Loudjox fait face à une pénurie de produit."
1,"TEXT_HEAVNZ811_01941_SEQ_01","Vous avez discuté avec Loudjox, qui voudrait que vous lui rapportiez six <hex:023313FF0A>EventItem<hex:0DF61E8B1D030203>. Pour ce faire, il vous suffit de vous rendre au quartier des Fabricateurs, dans l'Arrière-pays dravanien, et de vaincre <hex:023311FF09>BNpcName<hex:0AF20E0D030203>."
2,"TEXT_HEAVNZ811_01941_SEQ_02","Vous avez récupéré <hex:023313FF0A>EventItem<hex:03F61E8B1D030203>. Vous pouvez maintenant retourner auprès de Loudjox, qui vous attend à Idyllée, pour les lui remettre."
3,"TEXT_HEAVNZ811_01941_SEQ_03","Vous avez donné à Loudjox ce qu'elle vous avait envoyé<hex:020808E905FF02>e<hex:FF01><hex:03> chercher. La Gobeline vous a expliqué que ses confrères avaient pour habitude de mettre des plantes aromatiques dans leur masque. Elle avait donc besoin de <hex:023313FF0A>EventItem<hex:07F61E8B1D030203> pour composer le bouquet garni qu'elle est la seule à commercialiser."
4,"TEXT_HEAVNZ811_01941_SEQ_04",""
5,"TEXT_HEAVNZ811_01941_SEQ_05",""
6,"TEXT_HEAVNZ811_01941_SEQ_06",""
7,"TEXT_HEAVNZ811_01941_SEQ_07",""
8,"TEXT_HEAVNZ811_01941_SEQ_08",""
9,"TEXT_HEAVNZ811_01941_SEQ_09",""
10,"TEXT_HEAVNZ811_01941_SEQ_10",""
11,"TEXT_HEAVNZ811_01941_SEQ_11",""
12,"TEXT_HEAVNZ811_01941_SEQ_12",""
13,"TEXT_HEAVNZ811_01941_SEQ_13",""
14,"TEXT_HEAVNZ811_01941_SEQ_14",""
15,"TEXT_HEAVNZ811_01941_SEQ_15",""
16,"TEXT_HEAVNZ811_01941_SEQ_16",""
17,"TEXT_HEAVNZ811_01941_SEQ_17",""
18,"TEXT_HEAVNZ811_01941_SEQ_18",""
19,"TEXT_HEAVNZ811_01941_SEQ_19",""
20,"TEXT_HEAVNZ811_01941_SEQ_20",""
21,"TEXT_HEAVNZ811_01941_SEQ_21",""
22,"TEXT_HEAVNZ811_01941_SEQ_22",""
23,"TEXT_HEAVNZ811_01941_SEQ_23",""
24,"TEXT_HEAVNZ811_01941_TODO_00","Récupérer des pousses en terrassant <hex:023311FF09>BNpcName<hex:0AF20E0D030203> au quartier des Fabricateurs"
25,"TEXT_HEAVNZ811_01941_TODO_01","Donner <hex:023313FF0A>EventItem<hex:03F61E8B1D030203> à Loudjox, à Idyllée"
26,"TEXT_HEAVNZ811_01941_TODO_02",""
27,"TEXT_HEAVNZ811_01941_TODO_03",""
28,"TEXT_HEAVNZ811_01941_TODO_04",""
29,"TEXT_HEAVNZ811_01941_TODO_05",""
30,"TEXT_HEAVNZ811_01941_TODO_06",""
31,"TEXT_HEAVNZ811_01941_TODO_07",""
32,"TEXT_HEAVNZ811_01941_TODO_08",""
33,"TEXT_HEAVNZ811_01941_TODO_09",""
34,"TEXT_HEAVNZ811_01941_TODO_10",""
35,"TEXT_HEAVNZ811_01941_TODO_11",""
36,"TEXT_HEAVNZ811_01941_TODO_12",""
37,"TEXT_HEAVNZ811_01941_TODO_13",""
38,"TEXT_HEAVNZ811_01941_TODO_14",""
39,"TEXT_HEAVNZ811_01941_TODO_15",""
40,"TEXT_HEAVNZ811_01941_TODO_16",""
41,"TEXT_HEAVNZ811_01941_TODO_17",""
42,"TEXT_HEAVNZ811_01941_TODO_18",""
43,"TEXT_HEAVNZ811_01941_TODO_19",""
44,"TEXT_HEAVNZ811_01941_TODO_20",""
45,"TEXT_HEAVNZ811_01941_TODO_21",""
46,"TEXT_HEAVNZ811_01941_TODO_22",""
47,"TEXT_HEAVNZ811_01941_TODO_23",""
48,"TEXT_HEAVNZ811_01941_LOUDJOX_000_000","Pshhh... Pshhh... Loudjox n'a plus de bouquet garni. Merci de repasser plus tard...<hex:021D0103>! Oh, l<hex:020809E905FF02>a<hex:FF02>e<hex:03> gentil<hex:020809E905FF03>le<hex:FF01><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> n'est pas venu<hex:020808E905FF02>e<hex:FF01><hex:03> en acheter<hex:021D0103>?"
49,"TEXT_HEAVNZ811_01941_LOUDJOX_000_001","Dans ce cas, Loudjox a un travail à lui confier, car elle ne peut pas abandonner son poste. L'aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> serait <hex:021A020203>vraiment<hex:021A020103> gentil<hex:020809E905FF03>le<hex:FF01><hex:03> si <hex:02080DE905FF05>elle<hex:FF03>il<hex:03> lui rapportait six pousses en tuant <hex:023311FF09>BNpcName<hex:02F20E0D030203>. Si Loudjox est contente, l'aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> sera encore pluuus content<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>!"
50,"TEXT_HEAVNZ811_01941_LOUDJOX_000_010","Pourquoi <hex:02080DE905FF05>elle<hex:FF03>il<hex:03> n'est pas en train de cogner <hex:023311FF09>BNpcName<hex:02F20E0D030203><hex:021D0103>? Loudjox a besoin de six <hex:023311FF09>BNpcName<hex:0DF20E0D030203><hex:021D0103>! Allez, allez<hex:021D0103>! Si Loudjox est contente, l'aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> sera encore pluuus content<hex:020808E905FF02>e<hex:FF01><hex:03><hex:021D0103>!"
51,"TEXT_HEAVNZ811_01941_LOUDJOX_000_020","L<hex:020809E905FF02>a<hex:FF02>e<hex:03> gentil<hex:020809E905FF03>le<hex:FF01><hex:03> aventuri<hex:02080DE905FF05>ère<hex:FF03>er<hex:03> sera très content<hex:020808E905FF02>e<hex:FF01><hex:03> s<hex:020810E905FF07>i elle<hex:FF04>'il<hex:03> rapporte six pousses de ces fichus <hex:023311FF09>BNpcName<hex:0DF20E0D030203> à Loudjox<hex:021D0103>!"
52,"TEXT_HEAVNZ811_01941_LOUDJOX_000_021","Pshhh... Pshhh... Loudjox va enfin pouvoir reprendre la fabrication des bouquets garnis<hex:021D0103>!"
53,"TEXT_HEAVNZ811_01941_LOUDJOX_000_022","Les Gobelins mettent des plantes aromatiques dans leur masque, comme ça, ça sent toujours bon... même quand ça pue<hex:021D0103>!"
