key,0,1
#,,
offset,0,4
Int32,String,String
0,"TEXT_MANWIL006_00628_SEQ_00","Fufulupa a une requête qu'il ne peut confier à personne d'autre que vous."
1,"TEXT_MANWIL006_00628_SEQ_01","En fouillant dans les affaires du capitaine déchu Baldewyn, Fufulupa a découvert une lettre scellée destinée au casque d'argent Owyne. Il aimerait qu'elle lui parvienne, mais ne sait pas comment s'y prendre. Il veut donc que vous demandiez conseil à Momodi aux Sables mouvants."
2,"TEXT_MANWIL006_00628_SEQ_02","Le nom d'Owyne semble dire quelque chose à Momodi. Elle semble décidée à vous révéler un important secret... Parlez-lui à nouveau si vous êtes prêt<hex:020808E905FF02>e<hex:FF01><hex:03> à vous impliquer dans la politique uldienne."
3,"TEXT_MANWIL006_00628_SEQ_03",""
4,"TEXT_MANWIL006_00628_SEQ_04",""
5,"TEXT_MANWIL006_00628_SEQ_05",""
6,"TEXT_MANWIL006_00628_SEQ_06",""
7,"TEXT_MANWIL006_00628_SEQ_07",""
8,"TEXT_MANWIL006_00628_SEQ_08",""
9,"TEXT_MANWIL006_00628_SEQ_09",""
10,"TEXT_MANWIL006_00628_SEQ_10",""
11,"TEXT_MANWIL006_00628_SEQ_11",""
12,"TEXT_MANWIL006_00628_SEQ_12",""
13,"TEXT_MANWIL006_00628_SEQ_13",""
14,"TEXT_MANWIL006_00628_SEQ_14",""
15,"TEXT_MANWIL006_00628_SEQ_15",""
16,"TEXT_MANWIL006_00628_SEQ_16",""
17,"TEXT_MANWIL006_00628_SEQ_17",""
18,"TEXT_MANWIL006_00628_SEQ_18",""
19,"TEXT_MANWIL006_00628_SEQ_19",""
20,"TEXT_MANWIL006_00628_SEQ_20",""
21,"TEXT_MANWIL006_00628_SEQ_21",""
22,"TEXT_MANWIL006_00628_SEQ_22",""
23,"TEXT_MANWIL006_00628_SEQ_23",""
24,"TEXT_MANWIL006_00628_TODO_00","Montrer la lettre à Momodi"
25,"TEXT_MANWIL006_00628_TODO_01",""
26,"TEXT_MANWIL006_00628_TODO_02",""
27,"TEXT_MANWIL006_00628_TODO_03",""
28,"TEXT_MANWIL006_00628_TODO_04",""
29,"TEXT_MANWIL006_00628_TODO_05",""
30,"TEXT_MANWIL006_00628_TODO_06",""
31,"TEXT_MANWIL006_00628_TODO_07",""
32,"TEXT_MANWIL006_00628_TODO_08",""
33,"TEXT_MANWIL006_00628_TODO_09",""
34,"TEXT_MANWIL006_00628_TODO_10",""
35,"TEXT_MANWIL006_00628_TODO_11",""
36,"TEXT_MANWIL006_00628_TODO_12",""
37,"TEXT_MANWIL006_00628_TODO_13",""
38,"TEXT_MANWIL006_00628_TODO_14",""
39,"TEXT_MANWIL006_00628_TODO_15",""
40,"TEXT_MANWIL006_00628_TODO_16",""
41,"TEXT_MANWIL006_00628_TODO_17",""
42,"TEXT_MANWIL006_00628_TODO_18",""
43,"TEXT_MANWIL006_00628_TODO_19",""
44,"TEXT_MANWIL006_00628_TODO_20",""
45,"TEXT_MANWIL006_00628_TODO_21",""
46,"TEXT_MANWIL006_00628_TODO_22",""
47,"TEXT_MANWIL006_00628_TODO_23",""
48,"TEXT_MANWIL006_00628_FUFULUPA_000_1","En tant que capitaine suppléant, j'aimerais vous confier une mission."
49,"TEXT_MANWIL006_00628_FUFULUPA_000_2","Nous avons fouillé le bureau de Baldewyn pour connaître l'étendue de sa corruption, et nous avons trouvé cette lettre."
50,"TEXT_MANWIL006_00628_FUFULUPA_000_3","Elle est encore scellée et est destinée à Owyne, des casques d'argent."
51,"TEXT_MANWIL006_00628_FUFULUPA_000_4","Comprenez-vous les implications d'une telle découverte<hex:021D0103>? Les casques d'argent sont la garde personnelle de la famille royale<hex:021D0103>! Quel genre de relation un membre d'une telle élite peut-il entretenir avec un criminel<hex:021D0103>?"
52,"TEXT_MANWIL006_00628_FUFULUPA_100_4","Baldewyn se livrait à la contrebande avec des voleurs... Owyne est proche de la Sultane... Et si... La couronne...<hex:021D0103>!"
53,"TEXT_MANWIL006_00628_FUFULUPA_000_5","<hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>, il faut absolument qu'Owyne reçoive cette lettre. C'est une chance inespérée pour nous d'en savoir plus."
54,"TEXT_MANWIL006_00628_FUFULUPA_000_6","Hmm, mais il sera peut-être difficile pour <hex:020832E905FF18>une simple aventurière<hex:FF15>un simple aventurier<hex:03> de parvenir jusqu'à lui..."
55,"TEXT_MANWIL006_00628_FUFULUPA_000_7","Momodi<hex:021D0103>! La tenancière des Sables mouvants connaît du monde, elle saura quoi faire. Et je sais qu'elle ne nous trahira pas."
56,"TEXT_MANWIL006_00628_FUFULUPA_000_8","Ne parlez de ceci qu'avec elle, je compte sur votre discrétion<hex:021D0103>!"
57,"TEXT_MANWIL006_00628_MOMODI_000_10","Ah<hex:021D0103>! <hex:02083DE3E90C0DFF1B><hex:020817E3E90C05FF08>Bonsoir<hex:FF08>Bonjour<hex:03><hex:FF1B><hex:020817E3E90C12FF08>Bonjour<hex:FF08>Bonsoir<hex:03><hex:03>, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>. Dadanen m'a contactée pour me dire que vous n'avez pas chômé au camp Horizon<hex:021D0103>!"
58,"TEXT_MANWIL006_00628_MOMODI_000_11","Votre aide aux gens du Thanalan ne passe pas inaperçue, croyez-moi<hex:021D0103>! Vous faites honneur à la guilde des aventuriers d'Ul'dah."
59,"TEXT_MANWIL006_00628_MOMODI_000_12","Vous avez peut-être vu certains aspects peu, euh... reluisants de notre cité, mais ça ne vous a visiblement pas découragé<hex:020808E905FF02>e<hex:FF01><hex:03>, et vous m'en voyez ravie."
60,"TEXT_MANWIL006_00628_MOMODI_000_13","Pardon<hex:021D0103>? Vous voulez discuter d'une affaire délicate<hex:021D0103>?"
61,"TEXT_MANWIL006_00628_MOMODI_000_14","Vous voulez remettre cette lettre à Owyne des casques d'argent<hex:021D0103>?"
62,"TEXT_MANWIL006_00628_MOMODI_000_15","C'est vrai qu'on ne rentre pas au palais comme dans un moulin... Il vous sera difficile de le contacter directement."
63,"TEXT_MANWIL006_00628_MOMODI_000_16","Très bien, je me charge de la lui faire parvenir<hex:021D0103>!"
64,"TEXT_MANWIL006_00628_MOMODI_000_17","Attendez un peu... Owyne... Owyne... N'était-il pas...<hex:021D0103>?"
65,"TEXT_MANWIL006_00628_MOMODI_000_18","Ah, je ne vois pas l'intérêt de vous cacher ça, vous avez déjà prouvé qu'on pouvait vous faire confiance."
66,"TEXT_MANWIL006_00628_MOMODI_000_19","Ce que je vais vous révéler est un secret d'État, vous devez me jurer de ne rien révéler, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>."
