key,0,1,2
#,Image,Name,Text
offset,8,0,4
Int32,UInt32,String,String
0,0,"",""
1,0,"",""
2,0,"",""
3,0,"",""
4,0,"",""
5,0,"",""
6,0,"",""
7,0,"",""
8,0,"",""
9,0,"",""
10,0,"",""
11,86902,"Transportez un objet jusqu'à l'endroit indiqué<hex:021D0103>!","Certaines quêtes nécessitent de transporter un objet jusqu'à un endroit particulier.<hex:02100103>Une fois votre charge prise, vous bénéficiez de l'effet <hex:024804F201FA03><hex:024904F201FB03>Charge<hex:0249020103><hex:0248020103> pendant un temps imparti.<hex:02100103><hex:02100103>Ce temps restant diminuera si vous recevez des coups, alors faites en sorte d'éviter les attaques. En outre, les actions utilisables sont limitées pendant la durée du transport."
12,86903,"Si vous perdez votre charge...","Une fois le temps imparti écoulé, ou si vous quittez la zone actuelle, vous perdrez l'effet <hex:024804F201FA03><hex:024904F201FB03>Charge<hex:0249020103><hex:0248020103>. Vous devrez alors reprendre le transport au point de départ."
13,86904,"Accomplissez votre objectif en restant invisible<hex:021D0103>!","Lorsque vous êtes invisible, certains monstres ne peuvent plus détecter votre présence. Profitez de cette occasion pour accomplir votre objectif, ni vu ni connu<hex:021D0103>!<hex:02100103>Une fois invisible, vous bénéficiez de l'effet <hex:024804F201FA03><hex:024904F201FB03>Transparence<hex:0249020103><hex:0248020103> pendant un temps imparti.<hex:02100103><hex:02100103>Attention, les actions utilisables sont limitées pendant la durée de l'effet."
14,86905,"Si vous redevenez visible...","Une fois le temps imparti écoulé, ou si vous quittez la zone actuelle, vous perdrez l'effet <hex:024804F201FA03><hex:024904F201FB03>Transparence<hex:0249020103><hex:0248020103> et ne pourrez plus accomplir votre objectif.<hex:02100103>En retournant à votre point de départ, vous pouvez soit prolonger la durée de l'effet, soit redevenir invisible si nécessaire."
15,86906,"Partez enquêter en bonne compagnie<hex:021D0103>!","Lors de certaines quêtes, vous êtes amené<hex:020808E905FF02>e<hex:FF01><hex:03> à vous déplacer en compagnie d'autres personnages.<hex:02100103>Pour atteindre votre objectif, vous devez faire en sorte de ne pas trop vous éloigner."
16,86906,"Partez enquêter en bonne compagnie<hex:021D0103>!","Tant que vous restez dans la même zone, vous pouvez utiliser la téléportation ou le réseau de transport urbain éthéré sans perdre vos compagnons de vue.<hex:02100103>Lorsque vous grimpez sur une monture ou que vous piquez une tête, vous restez accompagné<hex:020808E905FF02>e<hex:FF01><hex:03>, mais les personnages risquent de ne plus être affichés par moment."
17,86907,"Prenez le temps de discuter avec vos amis<hex:021D0103>!","Vous pouvez choisir de discuter avec les personnages qui vous ac<hex:02160103>com<hex:02160103>pa<hex:02160103>gnent à tout moment.<hex:02100103><hex:02100103>Il existe également des aires de con<hex:02160103>ver<hex:02160103>sa<hex:02160103>tion spéciale en chemin vers votre objectif qui vous permettent de récolter des in<hex:02160103>for<hex:02160103>ma<hex:02160103>tions po<hex:02160103>ten<hex:02160103>tiel<hex:02160103>le<hex:02160103>ment inédites tout en profitant de votre promenade<hex:021D0103>!<hex:02100103>Ces aires sont indiquées sur votre carte, alors n'hésitez pas à y faire une petite halte<hex:021D0103>!"
18,86908,"Si vous n'êtes plus accompagné<hex:020808E905FF02>e<hex:FF01><hex:03>...","Vos compagnons cesseront de vous accompagner si vous changez de zone ou si vous leur parlez pour vous séparer d'eux.<hex:02100103>Le cas échéant, reparlez-leur au point de départ pour qu'ils vous ac<hex:02160103>com<hex:02160103>pa<hex:02160103>gnent à nouveau."
19,86909,"Suivez le guide<hex:021D0103>!","Dans certaines quêtes, vous devez suivre un personnage sans le perdre de vue jusqu'à votre prochain objectif.<hex:02100103><hex:02100103>Si vous vous retrouvez trop éloigné<hex:020808E905FF02>e<hex:FF01><hex:03>, vous serez séparés et vous devrez reparler à ce personnage au point de départ pour reprendre votre chemin."
20,86910,"Observez sans vous faire repérer<hex:021D0103>!","Certaines quêtes nécessitent de la discrétion afin d'accomplir votre objectif<hex:021D0103>!<hex:02100103><hex:02100103>Vous allez devoir suivre votre cible sans vous faire remarquer. Restez suf<hex:02160103>fi<hex:02160103>sam<hex:02160103>ment en retrait pour ne pas la perdre de vue tout en évitant d'entrer dans son champ de vision.<hex:02100103>Si votre filature se solde par un échec, vous pouvez retourner au point de départ et réessayer."
21,86911,"Conseils pour réussir une filature","Faites par<hex:02160103>ti<hex:02160103>cu<hex:02160103>liè<hex:02160103>rement attention lorsque vous apercevez une marque autour de votre cible, comme celle présentée ci-dessus. Si l'objet de votre filature se retourne, vous serez im<hex:02160103>mé<hex:02160103>dia<hex:02160103>te<hex:02160103>ment repéré<hex:020808E905FF02>e<hex:FF01><hex:03>.<hex:02100103>Essayez de rester <hex:020817E905FF0A>discrète<hex:FF08>discret<hex:03> en vous cachant derrière un obstacle."
22,86912,"Conseils pour réussir une filature","De plus, vous devez éviter de trop vous rapprocher de votre cible et d'entrer dans la zone illustrée ci-dessus.<hex:02100103>Pensez à bien garder vos distances<hex:021D0103>!"
23,86913,"Transformez-vous pour accomplir votre objectif<hex:021D0103>!","Certaines quêtes nécessitent de changer d'apparence pour accomplir votre objectif. <hex:02100103>Une fois métamorphosé<hex:020808E905FF02>e<hex:FF01><hex:03>, vous bénéficiez de l'effet <hex:024804F201FA03><hex:024904F201FB03>Transformation<hex:0249020103><hex:0248020103> pendant un temps imparti.<hex:02100103><hex:02100103>Attention, les actions utilisables sont limitées pendant la durée de l'effet."
